사용월,시간대,지하철역,평균배차간격,호선명,Lati,Long,승차인원수,승차혼잡도,열차운행횟수,지하철역순서,하차인원수,하차혼잡도,혼잡도
2021-08-01 오전 12:00:00,10:00:00~10:59:59,수유(강북구청),4분 8초,4호선,37.63805,127.02573,45159,3225.642857143,14,21,27382,1955.857142857,3225.642857143
2021-08-01 오전 12:00:00,10:00:00~10:59:59,쌍문,4분 8초,4호선,37.64863,127.03471,42894,3063.857142857,14,22,17619,1258.5,3063.857142857
2021-08-01 오전 12:00:00,10:00:00~10:59:59,창동,4분 0초,4호선,37.65317,127.04762,34700,2478.571428571,14,23,23864,1704.571428571,2478.571428571
2021-08-01 오전 12:00:00,10:00:00~10:59:59,한성대입구(삼선교),4분 21초,4호선,37.58846,127.00622,16143,1153.071428571,14,16,13786,984.714285714,1153.071428571
2021-08-01 오전 12:00:00,10:00:00~10:59:59,혜화,4분 21초,4호선,37.58234,127.00184,26508,1893.428571429,14,15,45194,3228.142857143,1893.428571429
2021-08-01 오전 12:00:00,10:00:00~10:59:59,노원,4분 0초,4호선,37.65628,127.06323,21714,1447.6,15,24,21578,1438.533333333,1447.6
2021-08-01 오전 12:00:00,10:00:00~10:59:59,당고개,3분 54초,4호선,37.67027,127.07907,18967,1264.466666667,15,26,11396,759.733333333,1264.466666667
2021-08-01 오전 12:00:00,10:00:00~10:59:59,미아(서울사이버대학),4분 12초,4호선,37.62667,127.02598,21084,1405.6,15,20,12825,855,1405.6
2021-08-01 오전 12:00:00,10:00:00~10:59:59,상계,4분 0초,4호선,37.66088,127.07357,25381,1692.066666667,15,25,13886,925.733333333,1692.066666667
2021-08-01 오전 12:00:00,11:00:00~11:59:59,남태령,11분 48초,4호선,37.46387,126.98913,1491,298.2,5,1,1027,205.4,298.2
2021-08-01 오전 12:00:00,11:00:00~11:59:59,동작(현충원),5분 54초,4호선,37.50289,126.98034,2613,261.3,10,4,2381,238.1,261.3
2021-08-01 오전 12:00:00,11:00:00~11:59:59,신용산,5분 39초,4호선,37.52917,126.96789,11688,1168.8,10,6,18824,1882.4,1168.8
2021-08-01 오전 12:00:00,11:00:00~11:59:59,이촌(국립중앙박물관),5분 39초,4호선,37.52231,126.97456,7283,728.3,10,5,10199,1019.9,728.3
2021-08-01 오전 12:00:00,11:00:00~11:59:59,길음,5분 24초,4호선,37.60341,127.02505,22687,2062.454545455,11,18,14724,1338.545454545,2062.454545455
2021-08-01 오전 12:00:00,11:00:00~11:59:59,노원,5분 16초,4호선,37.65628,127.06323,21764,1978.545454545,11,24,20687,1880.636363636,1978.545454545
2021-08-01 오전 12:00:00,11:00:00~11:59:59,당고개,5분 16초,4호선,37.67027,127.07907,16774,1524.909090909,11,26,10888,989.818181818,1524.909090909
2021-08-01 오전 12:00:00,11:00:00~11:59:59,동대문,5분 30초,4호선,37.57094,127.0093,20514,1864.909090909,11,14,41603,3782.090909091,1864.909090909
2021-08-01 오전 12:00:00,11:00:00~11:59:59,동대문역사문화공원(DDP),5분 30초,4호선,37.56515,127.00787,10340,940,11,13,18978,1725.272727273,940
2021-08-01 오전 12:00:00,11:00:00~11:59:59,명동,5분 32초,4호선,37.56099,126.98633,11300,1027.272727273,11,11,25835,2348.636363636,1027.272727273
2021-08-01 오전 12:00:00,11:00:00~11:59:59,미아(서울사이버대학),5분 24초,4호선,37.62667,127.02598,18471,1679.181818182,11,20,12911,1173.727272727,1679.181818182
2021-08-01 오전 12:00:00,11:00:00~11:59:59,미아사거리,5분 24초,4호선,37.61329,127.03005,33609,3055.363636364,11,19,25388,2308,3055.363636364
2021-08-01 오전 12:00:00,11:00:00~11:59:59,사당,5분 49초,4호선,37.47695,126.98165,26981,2452.818181818,11,2,19793,1799.363636364,2452.818181818
2021-08-01 오전 12:00:00,11:00:00~11:59:59,삼각지,5분 35초,4호선,37.53398,126.9725,3775,343.181818182,11,7,6011,546.454545455,343.181818182
2021-08-01 오전 12:00:00,11:00:00~11:59:59,상계,5분 16초,4호선,37.66088,127.07357,22515,2046.818181818,11,25,14264,1296.727272727,2046.818181818
2021-08-01 오전 12:00:00,11:00:00~11:59:59,서울역,5분 32초,4호선,37.55311,126.97265,8972,815.636363636,11,9,14992,1362.909090909,815.636363636
2021-08-01 오전 12:00:00,11:00:00~11:59:59,성신여대입구(돈암),5분 24초,4호선,37.59262,127.0164,22623,2056.636363636,11,17,19070,1733.636363636,2056.636363636
2021-08-01 오전 12:00:00,11:00:00~11:59:59,숙대입구(갈월),5분 35초,4호선,37.54456,126.97211,12715,1155.909090909,11,8,12314,1119.454545455,1155.909090909
2021-08-01 오전 12:00:00,11:00:00~11:59:59,쌍문,5분 19초,4호선,37.64863,127.03471,36711,3337.363636364,11,22,18519,1683.545454545,3337.363636364
2021-08-01 오전 12:00:00,11:00:00~11:59:59,총신대입구(이수),5분 46초,4호선,37.48748,126.98223,22590,2053.636363636,11,3,22477,2043.363636364,2053.636363636
2021-08-01 오전 12:00:00,11:00:00~11:59:59,충무로,5분 30초,4호선,37.56124,126.99422,15871,1442.818181818,11,12,31007,2818.818181818,1442.818181818
2021-08-01 오전 12:00:00,11:00:00~11:59:59,한성대입구(삼선교),5분 27초,4호선,37.58846,127.00622,16005,1455,11,16,13285,1207.727272727,1455
2021-08-01 오전 12:00:00,11:00:00~11:59:59,혜화,5분 27초,4호선,37.58234,127.00184,29712,2701.090909091,11,15,39047,3549.727272727,2701.090909091
2021-08-01 오전 12:00:00,11:00:00~11:59:59,회현(남대문시장),5분 32초,4호선,37.55851,126.97825,19102,1736.545454545,11,10,47533,4321.181818182,1736.545454545
2021-08-01 오전 12:00:00,11:00:00~11:59:59,수유(강북구청),5분 22초,4호선,37.63805,127.02573,41839,3486.583333333,12,21,28747,2395.583333333,3486.583333333
2021-08-01 오전 12:00:00,11:00:00~11:59:59,창동,5분 17초,4호선,37.65317,127.04762,32174,2681.166666667,12,23,25608,2134,2681.166666667
2021-08-01 오전 12:00:00,12:00:00~12:59:59,남태령,9분 42초,4호선,37.46387,126.98913,1566,223.714285714,7,1,1087,155.285714286,223.714285714
2021-08-01 오전 12:00:00,12:00:00~12:59:59,동대문,5분 45초,4호선,37.57094,127.0093,24516,2451.6,10,14,32414,3241.4,2451.6
2021-08-01 오전 12:00:00,12:00:00~12:59:59,동대문역사문화공원(DDP),5분 45초,4호선,37.56515,127.00787,13093,1309.3,10,13,18195,1819.5,1309.3
2021-08-01 오전 12:00:00,12:00:00~12:59:59,명동,5분 39초,4호선,37.56099,126.98633,14830,1483,10,11,24855,2485.5,1483
2021-08-01 오전 12:00:00,12:00:00~12:59:59,삼각지,5분 39초,4호선,37.53398,126.9725,4484,448.4,10,7,6511,651.1,448.4
2021-08-01 오전 12:00:00,12:00:00~12:59:59,수유(강북구청),5분 27초,4호선,37.63805,127.02573,42885,4288.5,10,21,30480,3048,4288.5
2021-08-01 오전 12:00:00,12:00:00~12:59:59,숙대입구(갈월),5분 39초,4호선,37.54456,126.97211,13646,1364.6,10,8,13254,1325.4,1364.6
2021-08-01 오전 12:00:00,12:00:00~12:59:59,총신대입구(이수),5분 48초,4호선,37.48748,126.98223,24266,2426.6,10,3,23630,2363,2426.6
2021-08-01 오전 12:00:00,12:00:00~12:59:59,한성대입구(삼선교),5분 39초,4호선,37.58846,127.00622,18139,1813.9,10,16,14689,1468.9,1813.9
2021-08-01 오전 12:00:00,12:00:00~12:59:59,회현(남대문시장),5분 39초,4호선,37.55851,126.97825,26251,2625.1,10,10,36562,3656.2,2625.1
2021-08-01 오전 12:00:00,12:00:00~12:59:59,길음,5분 38초,4호선,37.60341,127.02505,23522,2138.363636364,11,18,16717,1519.727272727,2138.363636364
2021-08-01 오전 12:00:00,12:00:00~12:59:59,노원,5분 30초,4호선,37.65628,127.06323,23826,2166,11,24,23706,2155.090909091,2166
2021-08-01 오전 12:00:00,12:00:00~12:59:59,당고개,5분 32초,4호선,37.67027,127.07907,16987,1544.272727273,11,26,12309,1119,1544.272727273
2021-08-01 오전 12:00:00,12:00:00~12:59:59,동작(현충원),5분 40초,4호선,37.50289,126.98034,2411,219.181818182,11,4,2128,193.454545455,219.181818182
2021-08-01 오전 12:00:00,12:00:00~12:59:59,미아(서울사이버대학),5분 38초,4호선,37.62667,127.02598,18712,1701.090909091,11,20,13651,1241,1701.090909091
2021-08-01 오전 12:00:00,12:00:00~12:59:59,미아사거리,5분 38초,4호선,37.61329,127.03005,34038,3094.363636364,11,19,27490,2499.090909091,3094.363636364
2021-08-01 오전 12:00:00,12:00:00~12:59:59,사당,5분 43초,4호선,37.47695,126.98165,28540,2594.545454545,11,2,22374,2034,2594.545454545
2021-08-01 오전 12:00:00,12:00:00~12:59:59,상계,5분 30초,4호선,37.66088,127.07357,23154,2104.909090909,11,25,17017,1547,2104.909090909
2021-08-01 오전 12:00:00,12:00:00~12:59:59,서울역,5분 38초,4호선,37.55311,126.97265,10049,913.545454545,11,9,17138,1558,913.545454545
2021-08-01 오전 12:00:00,12:00:00~12:59:59,성신여대입구(돈암),5분 38초,4호선,37.59262,127.0164,25622,2329.272727273,11,17,23319,2119.909090909,2329.272727273
2021-08-01 오전 12:00:00,12:00:00~12:59:59,신용산,5분 46초,4호선,37.52917,126.96789,12890,1171.818181818,11,6,18936,1721.454545455,1171.818181818
2021-08-01 오전 12:00:00,12:00:00~12:59:59,쌍문,5분 30초,4호선,37.64863,127.03471,36682,3334.727272727,11,22,22861,2078.272727273,3334.727272727
2021-08-01 오전 12:00:00,12:00:00~12:59:59,이촌(국립중앙박물관),5분 46초,4호선,37.52231,126.97456,9535,866.818181818,11,5,11483,1043.909090909,866.818181818
2021-08-01 오전 12:00:00,12:00:00~12:59:59,창동,5분 30초,4호선,37.65317,127.04762,33297,3027,11,23,28449,2586.272727273,3027
2021-08-01 오전 12:00:00,12:00:00~12:59:59,충무로,5분 38초,4호선,37.56124,126.99422,18528,1684.363636364,11,12,29126,2647.818181818,1684.363636364
2021-08-01 오전 12:00:00,12:00:00~12:59:59,혜화,5분 43초,4호선,37.58234,127.00184,29560,2687.272727273,11,15,49560,4505.454545455,2687.272727273
2021-08-01 오전 12:00:00,13:00:00~13:59:59,남태령,11분 0초,4호선,37.46387,126.98913,1410,282,5,1,960,192,282
2021-08-01 오전 12:00:00,13:00:00~13:59:59,길음,5분 39초,4호선,37.60341,127.02505,22812,2281.2,10,18,18302,1830.2,2281.2
2021-08-01 오전 12:00:00,13:00:00~13:59:59,미아(서울사이버대학),5분 36초,4호선,37.62667,127.02598,18278,1827.8,10,20,14515,1451.5,1827.8
2021-08-01 오전 12:00:00,13:00:00~13:59:59,사당,5분 30초,4호선,37.47695,126.98165,28435,2843.5,10,2,22002,2200.2,2843.5
2021-08-01 오전 12:00:00,13:00:00~13:59:59,상계,5분 48초,4호선,37.66088,127.07357,21258,2125.8,10,25,17443,1744.3,2125.8
2021-08-01 오전 12:00:00,13:00:00~13:59:59,서울역,5분 39초,4호선,37.55311,126.97265,9405,940.5,10,9,15790,1579,940.5
2021-08-01 오전 12:00:00,13:00:00~13:59:59,신용산,5분 30초,4호선,37.52917,126.96789,14817,1481.7,10,6,19469,1946.9,1481.7
2021-08-01 오전 12:00:00,13:00:00~13:59:59,쌍문,5분 48초,4호선,37.64863,127.03471,33725,3372.5,10,22,24193,2419.3,3372.5
2021-08-01 오전 12:00:00,13:00:00~13:59:59,창동,5분 48초,4호선,37.65317,127.04762,31824,3182.4,10,23,30642,3064.2,3182.4
2021-08-01 오전 12:00:00,13:00:00~13:59:59,혜화,5분 33초,4호선,37.58234,127.00184,30380,3038,10,15,64873,6487.3,3038
2021-08-01 오전 12:00:00,13:00:00~13:59:59,노원,5분 46초,4호선,37.65628,127.06323,23002,2091.090909091,11,24,26927,2447.909090909,2091.090909091
2021-08-01 오전 12:00:00,13:00:00~13:59:59,당고개,5분 40초,4호선,37.67027,127.07907,16521,1501.909090909,11,26,11811,1073.727272727,1501.909090909
2021-08-01 오전 12:00:00,13:00:00~13:59:59,동대문,5분 32초,4호선,37.57094,127.0093,26856,2441.454545455,11,14,31428,2857.090909091,2441.454545455
2021-08-01 오전 12:00:00,13:00:00~13:59:59,동대문역사문화공원(DDP),5분 32초,4호선,37.56515,127.00787,14525,1320.454545455,11,13,17535,1594.090909091,1320.454545455
2021-08-01 오전 12:00:00,13:00:00~13:59:59,동작(현충원),5분 30초,4호선,37.50289,126.98034,2260,205.454545455,11,4,2226,202.363636364,205.454545455
2021-08-01 오전 12:00:00,13:00:00~13:59:59,명동,5분 38초,4호선,37.56099,126.98633,17946,1631.454545455,11,11,24756,2250.545454545,1631.454545455
2021-08-01 오전 12:00:00,13:00:00~13:59:59,미아사거리,5분 35초,4호선,37.61329,127.03005,33524,3047.636363636,11,19,28639,2603.545454545,3047.636363636
2021-08-01 오전 12:00:00,13:00:00~13:59:59,삼각지,5분 38초,4호선,37.53398,126.9725,5040,458.181818182,11,7,5980,543.636363636,458.181818182
2021-08-01 오전 12:00:00,13:00:00~13:59:59,성신여대입구(돈암),5분 38초,4호선,37.59262,127.0164,24964,2269.454545455,11,17,25266,2296.909090909,2269.454545455
2021-08-01 오전 12:00:00,13:00:00~13:59:59,수유(강북구청),5분 46초,4호선,37.63805,127.02573,41492,3772,11,21,34316,3119.636363636,3772
2021-08-01 오전 12:00:00,13:00:00~13:59:59,숙대입구(갈월),5분 38초,4호선,37.54456,126.97211,13351,1213.727272727,11,8,13720,1247.272727273,1213.727272727
2021-08-01 오전 12:00:00,13:00:00~13:59:59,이촌(국립중앙박물관),5분 30초,4호선,37.52231,126.97456,9457,859.727272727,11,5,11867,1078.818181818,859.727272727
2021-08-01 오전 12:00:00,13:00:00~13:59:59,총신대입구(이수),5분 30초,4호선,37.48748,126.98223,23958,2178,11,3,24734,2248.545454545,2178
2021-08-01 오전 12:00:00,13:00:00~13:59:59,충무로,5분 38초,4호선,37.56124,126.99422,22699,2063.545454545,11,12,28622,2602,2063.545454545
2021-08-01 오전 12:00:00,13:00:00~13:59:59,한성대입구(삼선교),5분 38초,4호선,37.58846,127.00622,17660,1605.454545455,11,16,15429,1402.636363636,1605.454545455
2021-08-01 오전 12:00:00,13:00:00~13:59:59,회현(남대문시장),5분 38초,4호선,37.55851,126.97825,29506,2682.363636364,11,10,33303,3027.545454545,2682.363636364
2021-08-01 오전 12:00:00,14:00:00~14:59:59,남태령,9분 25초,4호선,37.46387,126.98913,1551,258.5,6,1,1135,189.166666667,258.5
2021-08-01 오전 12:00:00,14:00:00~14:59:59,동대문,5분 39초,4호선,37.57094,127.0093,33005,3300.5,10,14,30701,3070.1,3300.5
2021-08-01 오전 12:00:00,14:00:00~14:59:59,동작(현충원),5분 39초,4호선,37.50289,126.98034,2517,251.7,10,4,2529,252.9,251.7
2021-08-01 오전 12:00:00,14:00:00~14:59:59,명동,5분 39초,4호선,37.56099,126.98633,20880,2088,10,11,21644,2164.4,2088
2021-08-01 오전 12:00:00,14:00:00~14:59:59,미아사거리,5분 30초,4호선,37.61329,127.03005,32037,3203.7,10,19,31904,3190.4,3203.7
2021-08-01 오전 12:00:00,14:00:00~14:59:59,성신여대입구(돈암),5분 39초,4호선,37.59262,127.0164,24259,2425.9,10,17,24688,2468.8,2425.9
2021-08-01 오전 12:00:00,14:00:00~14:59:59,숙대입구(갈월),5분 39초,4호선,37.54456,126.97211,14573,1457.3,10,8,13336,1333.6,1457.3
2021-08-01 오전 12:00:00,14:00:00~14:59:59,충무로,5분 39초,4호선,37.56124,126.99422,27650,2765,10,12,24196,2419.6,2765
2021-08-01 오전 12:00:00,14:00:00~14:59:59,길음,5분 38초,4호선,37.60341,127.02505,20109,1828.090909091,11,18,19180,1743.636363636,1828.090909091
2021-08-01 오전 12:00:00,14:00:00~14:59:59,노원,5분 30초,4호선,37.65628,127.06323,22531,2048.272727273,11,24,26648,2422.545454545,2048.272727273
2021-08-01 오전 12:00:00,14:00:00~14:59:59,당고개,5분 30초,4호선,37.67027,127.07907,15148,1377.090909091,11,26,12743,1158.454545455,1377.090909091
2021-08-01 오전 12:00:00,14:00:00~14:59:59,동대문역사문화공원(DDP),5분 38초,4호선,37.56515,127.00787,18161,1651,11,13,17197,1563.363636364,1651
2021-08-01 오전 12:00:00,14:00:00~14:59:59,미아(서울사이버대학),5분 30초,4호선,37.62667,127.02598,17159,1559.909090909,11,20,15645,1422.272727273,1559.909090909
2021-08-01 오전 12:00:00,14:00:00~14:59:59,사당,5분 43초,4호선,37.47695,126.98165,26047,2367.909090909,11,2,21207,1927.909090909,2367.909090909
2021-08-01 오전 12:00:00,14:00:00~14:59:59,삼각지,5분 38초,4호선,37.53398,126.9725,5012,455.636363636,11,7,5468,497.090909091,455.636363636
2021-08-01 오전 12:00:00,14:00:00~14:59:59,상계,5분 30초,4호선,37.66088,127.07357,19247,1749.727272727,11,25,18029,1639,1749.727272727
2021-08-01 오전 12:00:00,14:00:00~14:59:59,서울역,5분 38초,4호선,37.55311,126.97265,10011,910.090909091,11,9,15346,1395.090909091,910.090909091
2021-08-01 오전 12:00:00,14:00:00~14:59:59,수유(강북구청),5분 30초,4호선,37.63805,127.02573,39723,3611.181818182,11,21,37465,3405.909090909,3611.181818182
2021-08-01 오전 12:00:00,14:00:00~14:59:59,신용산,5분 38초,4호선,37.52917,126.96789,15325,1393.181818182,11,6,16909,1537.181818182,1393.181818182
2021-08-01 오전 12:00:00,14:00:00~14:59:59,쌍문,5분 30초,4호선,37.64863,127.03471,30175,2743.181818182,11,22,26128,2375.272727273,2743.181818182
2021-08-01 오전 12:00:00,14:00:00~14:59:59,이촌(국립중앙박물관),5분 38초,4호선,37.52231,126.97456,10078,916.181818182,11,5,11045,1004.090909091,916.181818182
2021-08-01 오전 12:00:00,14:00:00~14:59:59,창동,5분 30초,4호선,37.65317,127.04762,29629,2693.545454545,11,23,32778,2979.818181818,2693.545454545
2021-08-01 오전 12:00:00,14:00:00~14:59:59,총신대입구(이수),5분 40초,4호선,37.48748,126.98223,23136,2103.272727273,11,3,26175,2379.545454545,2103.272727273
2021-08-01 오전 12:00:00,14:00:00~14:59:59,한성대입구(삼선교),5분 38초,4호선,37.58846,127.00622,16507,1500.636363636,11,16,14885,1353.181818182,1500.636363636
2021-08-01 오전 12:00:00,14:00:00~14:59:59,혜화,5분 38초,4호선,37.58234,127.00184,39397,3581.545454545,11,15,56954,5177.636363636,3581.545454545
2021-08-01 오전 12:00:00,14:00:00~14:59:59,회현(남대문시장),5분 38초,4호선,37.55851,126.97825,35096,3190.545454545,11,10,29608,2691.636363636,3190.545454545
2021-08-01 오전 12:00:00,15:00:00~15:59:59,남태령,9분 30초,4호선,37.46387,126.98913,1416,202.285714286,7,1,1167,166.714285714,202.285714286
2021-08-01 오전 12:00:00,15:00:00~15:59:59,노원,5분 42초,4호선,37.65628,127.06323,23364,2336.4,10,24,28524,2852.4,2336.4
2021-08-01 오전 12:00:00,15:00:00~15:59:59,당고개,5분 42초,4호선,37.67027,127.07907,13936,1393.6,10,26,15647,1564.7,1393.6
2021-08-01 오전 12:00:00,15:00:00~15:59:59,수유(강북구청),5분 42초,4호선,37.63805,127.02573,38898,3889.8,10,21,42942,4294.2,3889.8
2021-08-01 오전 12:00:00,15:00:00~15:59:59,창동,5분 42초,4호선,37.65317,127.04762,30870,3087,10,23,38480,3848,3087
2021-08-01 오전 12:00:00,15:00:00~15:59:59,한성대입구(삼선교),5분 33초,4호선,37.58846,127.00622,17546,1754.6,10,16,16506,1650.6,1754.6
2021-08-01 오전 12:00:00,15:00:00~15:59:59,길음,5분 32초,4호선,37.60341,127.02505,19964,1814.909090909,11,18,22182,2016.545454545,1814.909090909
2021-08-01 오전 12:00:00,15:00:00~15:59:59,동대문,5분 32초,4호선,37.57094,127.0093,40071,3642.818181818,11,14,24804,2254.909090909,3642.818181818
2021-08-01 오전 12:00:00,15:00:00~15:59:59,동대문역사문화공원(DDP),5분 32초,4호선,37.56515,127.00787,23326,2120.545454545,11,13,14029,1275.363636364,2120.545454545
2021-08-01 오전 12:00:00,15:00:00~15:59:59,명동,5분 32초,4호선,37.56099,126.98633,25422,2311.090909091,11,11,20005,1818.636363636,2311.090909091
2021-08-01 오전 12:00:00,15:00:00~15:59:59,미아(서울사이버대학),5분 40초,4호선,37.62667,127.02598,16979,1543.545454545,11,20,20433,1857.545454545,1543.545454545
2021-08-01 오전 12:00:00,15:00:00~15:59:59,미아사거리,5분 40초,4호선,37.61329,127.03005,33004,3000.363636364,11,19,38044,3458.545454545,3000.363636364
2021-08-01 오전 12:00:00,15:00:00~15:59:59,삼각지,5분 24초,4호선,37.53398,126.9725,5681,516.454545455,11,7,5520,501.818181818,516.454545455
2021-08-01 오전 12:00:00,15:00:00~15:59:59,상계,5분 40초,4호선,37.66088,127.07357,19188,1744.363636364,11,25,22509,2046.272727273,1744.363636364
2021-08-01 오전 12:00:00,15:00:00~15:59:59,서울역,5분 30초,4호선,37.55311,126.97265,10753,977.545454545,11,9,16565,1505.909090909,977.545454545
2021-08-01 오전 12:00:00,15:00:00~15:59:59,성신여대입구(돈암),5분 32초,4호선,37.59262,127.0164,25578,2325.272727273,11,17,25589,2326.272727273,2325.272727273
2021-08-01 오전 12:00:00,15:00:00~15:59:59,신용산,5분 24초,4호선,37.52917,126.96789,18652,1695.636363636,11,6,17338,1576.181818182,1695.636363636
2021-08-01 오전 12:00:00,15:00:00~15:59:59,쌍문,5분 40초,4호선,37.64863,127.03471,27378,2488.909090909,11,22,33974,3088.545454545,2488.909090909
2021-08-01 오전 12:00:00,15:00:00~15:59:59,이촌(국립중앙박물관),5분 24초,4호선,37.52231,126.97456,12170,1106.363636364,11,5,10678,970.727272727,1106.363636364
2021-08-01 오전 12:00:00,15:00:00~15:59:59,충무로,5분 32초,4호선,37.56124,126.99422,31786,2889.636363636,11,12,21417,1947,2889.636363636
2021-08-01 오전 12:00:00,15:00:00~15:59:59,혜화,5분 32초,4호선,37.58234,127.00184,52938,4812.545454545,11,15,41652,3786.545454545,4812.545454545
2021-08-01 오전 12:00:00,15:00:00~15:59:59,회현(남대문시장),5분 30초,4호선,37.55851,126.97825,41422,3765.636363636,11,10,24255,2205,3765.636363636
2021-08-01 오전 12:00:00,15:00:00~15:59:59,동작(현충원),5분 10초,4호선,37.50289,126.98034,2816,234.666666667,12,4,2857,238.083333333,234.666666667
2021-08-01 오전 12:00:00,15:00:00~15:59:59,사당,5분 0초,4호선,37.47695,126.98165,25237,2103.083333333,12,2,24279,2023.25,2103.083333333
2021-08-01 오전 12:00:00,15:00:00~15:59:59,숙대입구(갈월),5분 25초,4호선,37.54456,126.97211,15627,1302.25,12,8,13682,1140.166666667,1302.25
2021-08-01 오전 12:00:00,15:00:00~15:59:59,총신대입구(이수),5분 2초,4호선,37.48748,126.98223,24574,2047.833333333,12,3,28593,2382.75,2047.833333333
2021-08-01 오전 12:00:00,16:00:00~16:59:59,남태령,9분 50초,4호선,37.46387,126.98913,1864,310.666666667,6,1,1273,212.166666667,310.666666667
2021-08-01 오전 12:00:00,16:00:00~16:59:59,동작(현충원),5분 39초,4호선,37.50289,126.98034,3620,362,10,4,3186,318.6,362
2021-08-01 오전 12:00:00,16:00:00~16:59:59,사당,5분 54초,4호선,37.47695,126.98165,26184,2618.4,10,2,29200,2920,2618.4
2021-08-01 오전 12:00:00,16:00:00~16:59:59,총신대입구(이수),5분 54초,4호선,37.48748,126.98223,25440,2544,10,3,33000,3300,2544
2021-08-01 오전 12:00:00,16:00:00~16:59:59,길음,5분 5초,4호선,37.60341,127.02505,22048,2004.363636364,11,18,29014,2637.636363636,2004.363636364
2021-08-01 오전 12:00:00,16:00:00~16:59:59,동대문역사문화공원(DDP),5분 10초,4호선,37.56515,127.00787,27327,2484.272727273,11,13,12208,1109.818181818,2484.272727273
2021-08-01 오전 12:00:00,16:00:00~16:59:59,미아(서울사이버대학),5분 5초,4호선,37.62667,127.02598,18687,1698.818181818,11,20,23033,2093.909090909,1698.818181818
2021-08-01 오전 12:00:00,16:00:00~16:59:59,삼각지,5분 19초,4호선,37.53398,126.9725,6649,604.454545455,11,7,6063,551.181818182,604.454545455
2021-08-01 오전 12:00:00,16:00:00~16:59:59,상계,5분 2초,4호선,37.66088,127.07357,20067,1824.272727273,11,25,26649,2422.636363636,1824.272727273
2021-08-01 오전 12:00:00,16:00:00~16:59:59,서울역,5분 16초,4호선,37.55311,126.97265,12310,1119.090909091,11,9,17395,1581.363636364,1119.090909091
2021-08-01 오전 12:00:00,16:00:00~16:59:59,숙대입구(갈월),5분 19초,4호선,37.54456,126.97211,21169,1924.454545455,11,8,15044,1367.636363636,1924.454545455
2021-08-01 오전 12:00:00,16:00:00~16:59:59,신용산,5분 19초,4호선,37.52917,126.96789,24026,2184.181818182,11,6,17368,1578.909090909,2184.181818182
2021-08-01 오전 12:00:00,16:00:00~16:59:59,이촌(국립중앙박물관),5분 21초,4호선,37.52231,126.97456,15583,1416.636363636,11,5,10477,952.454545455,1416.636363636
2021-08-01 오전 12:00:00,16:00:00~16:59:59,충무로,5분 10초,4호선,37.56124,126.99422,40675,3697.727272727,11,12,19813,1801.181818182,3697.727272727
2021-08-01 오전 12:00:00,16:00:00~16:59:59,혜화,5분 13초,4호선,37.58234,127.00184,63504,5773.090909091,11,15,38069,3460.818181818,5773.090909091
2021-08-01 오전 12:00:00,16:00:00~16:59:59,회현(남대문시장),5분 16초,4호선,37.55851,126.97825,54211,4928.272727273,11,10,17701,1609.181818182,4928.272727273
2021-08-01 오전 12:00:00,16:00:00~16:59:59,노원,5분 7초,4호선,37.65628,127.06323,25439,2119.916666667,12,24,32782,2731.833333333,2119.916666667
2021-08-01 오전 12:00:00,16:00:00~16:59:59,당고개,5분 5초,4호선,37.67027,127.07907,14366,1197.166666667,12,26,18815,1567.916666667,1197.166666667
2021-08-01 오전 12:00:00,16:00:00~16:59:59,동대문,5분 12초,4호선,37.57094,127.0093,50247,4187.25,12,14,17719,1476.583333333,4187.25
2021-08-01 오전 12:00:00,16:00:00~16:59:59,명동,5분 15초,4호선,37.56099,126.98633,32154,2679.5,12,11,17372,1447.666666667,2679.5
2021-08-01 오전 12:00:00,16:00:00~16:59:59,미아사거리,5분 7초,4호선,37.61329,127.03005,36060,3005,12,19,44804,3733.666666667,3005
2021-08-01 오전 12:00:00,16:00:00~16:59:59,성신여대입구(돈암),5분 15초,4호선,37.59262,127.0164,29018,2418.166666667,12,17,30719,2559.916666667,2418.166666667
2021-08-01 오전 12:00:00,16:00:00~16:59:59,수유(강북구청),5분 7초,4호선,37.63805,127.02573,41759,3479.916666667,12,21,54454,4537.833333333,3479.916666667
2021-08-01 오전 12:00:00,16:00:00~16:59:59,쌍문,5분 7초,4호선,37.64863,127.03471,28439,2369.916666667,12,22,42461,3538.416666667,2369.916666667
2021-08-01 오전 12:00:00,16:00:00~16:59:59,창동,5분 7초,4호선,37.65317,127.04762,32841,2736.75,12,23,43766,3647.166666667,2736.75
2021-08-01 오전 12:00:00,16:00:00~16:59:59,한성대입구(삼선교),5분 15초,4호선,37.58846,127.00622,22975,1914.583333333,12,16,18539,1544.916666667,1914.583333333
2021-08-01 오전 12:00:00,17:00:00~17:59:59,남태령,8분 11초,4호선,37.46387,126.98913,2671,333.875,8,1,1533,191.625,333.875
2021-08-01 오전 12:00:00,17:00:00~17:59:59,쌍문,5분 36초,4호선,37.64863,127.03471,28786,2878.6,10,22,55886,5588.6,2878.6
2021-08-01 오전 12:00:00,17:00:00~17:59:59,길음,5분 32초,4호선,37.60341,127.02505,23168,2106.181818182,11,18,39704,3609.454545455,2106.181818182
2021-08-01 오전 12:00:00,17:00:00~17:59:59,노원,5분 35초,4호선,37.65628,127.06323,26913,2446.636363636,11,24,43184,3925.818181818,2446.636363636
