사용월,시간대,지하철역,평균배차간격,호선명,Lati,Long,승차인원수,승차혼잡도,열차운행횟수,지하철역순서,하차인원수,하차혼잡도,혼잡도
2021-04-01 오전 12:00:00,17:00:00~17:59:59,상계,5분 38초,4호선,37.66088,127.07357,23209,2109.909090909,11,25,39230,3566.363636364,2109.909090909
2021-04-01 오전 12:00:00,17:00:00~17:59:59,성신여대입구(돈암),5분 19초,4호선,37.59262,127.0164,37973,3452.090909091,11,17,43038,3912.545454545,3452.090909091
2021-04-01 오전 12:00:00,17:00:00~17:59:59,수유(강북구청),5분 35초,4호선,37.63805,127.02573,52769,4797.181818182,11,21,75444,6858.545454545,4797.181818182
2021-04-01 오전 12:00:00,17:00:00~17:59:59,창동,5분 35초,4호선,37.65317,127.04762,39796,3617.818181818,11,23,60654,5514,3617.818181818
2021-04-01 오전 12:00:00,17:00:00~17:59:59,한성대입구(삼선교),5분 19초,4호선,37.58846,127.00622,30161,2741.909090909,11,16,27797,2527,2741.909090909
2021-04-01 오전 12:00:00,17:00:00~17:59:59,동대문역사문화공원(DDP),5분 15초,4호선,37.56515,127.00787,46924,3910.333333333,12,13,14363,1196.916666667,3910.333333333
2021-04-01 오전 12:00:00,17:00:00~17:59:59,명동,5분 5초,4호선,37.56099,126.98633,55264,4605.333333333,12,11,20245,1687.083333333,4605.333333333
2021-04-01 오전 12:00:00,17:00:00~17:59:59,서울역,5분 5초,4호선,37.55311,126.97265,35154,2929.5,12,9,24521,2043.416666667,2929.5
2021-04-01 오전 12:00:00,17:00:00~17:59:59,숙대입구(갈월),5분 0초,4호선,37.54456,126.97211,32530,2710.833333333,12,8,23175,1931.25,2710.833333333
2021-04-01 오전 12:00:00,17:00:00~17:59:59,이촌(국립중앙박물관),4분 47초,4호선,37.52231,126.97456,19947,1662.25,12,5,14660,1221.666666667,1662.25
2021-04-01 오전 12:00:00,17:00:00~17:59:59,충무로,5분 15초,4호선,37.56124,126.99422,82795,6899.583333333,12,12,27346,2278.833333333,6899.583333333
2021-04-01 오전 12:00:00,17:00:00~17:59:59,혜화,5분 15초,4호선,37.58234,127.00184,88153,7346.083333333,12,15,49565,4130.416666667,7346.083333333
2021-04-01 오전 12:00:00,17:00:00~17:59:59,회현(남대문시장),5분 5초,4호선,37.55851,126.97825,89893,7491.083333333,12,10,16452,1371,7491.083333333
2021-04-01 오전 12:00:00,17:00:00~17:59:59,삼각지,4분 53초,4호선,37.53398,126.9725,12452,957.846153846,13,7,9455,727.307692308,957.846153846
2021-04-01 오전 12:00:00,17:00:00~17:59:59,신용산,4분 53초,4호선,37.52917,126.96789,47471,3651.615384615,13,6,21876,1682.769230769,3651.615384615
2021-04-01 오전 12:00:00,17:00:00~17:59:59,총신대입구(이수),4분 27초,4호선,37.48748,126.98223,34054,2619.538461538,13,3,49837,3833.615384615,2619.538461538
2021-04-01 오전 12:00:00,17:00:00~17:59:59,동작(현충원),4분 38초,4호선,37.50289,126.98034,7049,503.5,14,4,6199,442.785714286,503.5
2021-04-01 오전 12:00:00,17:00:00~17:59:59,사당,4분 30초,4호선,37.47695,126.98165,36855,2632.5,14,2,51705,3693.214285714,2632.5
2021-04-01 오전 12:00:00,18:00:00~18:59:59,남태령,7분 7초,4호선,37.46387,126.98913,3851,481.375,8,1,1823,227.875,481.375
2021-04-01 오전 12:00:00,18:00:00~18:59:59,노원,4분 10초,4호선,37.65628,127.06323,31353,2239.5,14,24,78175,5583.928571429,2239.5
2021-04-01 오전 12:00:00,18:00:00~18:59:59,당고개,4분 19초,4호선,37.67027,127.07907,16125,1151.785714286,14,26,37682,2691.571428571,1151.785714286
2021-04-01 오전 12:00:00,18:00:00~18:59:59,상계,4분 19초,4호선,37.66088,127.07357,22529,1609.214285714,14,25,63952,4568,1609.214285714
2021-04-01 오전 12:00:00,18:00:00~18:59:59,미아사거리,3분 54초,4호선,37.61329,127.03005,41296,2753.066666667,15,19,103367,6891.133333333,2753.066666667
2021-04-01 오전 12:00:00,18:00:00~18:59:59,수유(강북구청),4분 0초,4호선,37.63805,127.02573,58036,3869.066666667,15,21,125214,8347.6,3869.066666667
2021-04-01 오전 12:00:00,18:00:00~18:59:59,쌍문,4분 8초,4호선,37.64863,127.03471,33164,2210.933333333,15,22,103459,6897.266666667,2210.933333333
2021-04-01 오전 12:00:00,18:00:00~18:59:59,창동,4분 8초,4호선,37.65317,127.04762,40313,2687.533333333,15,23,93969,6264.6,2687.533333333
2021-04-01 오전 12:00:00,18:00:00~18:59:59,길음,3분 50초,4호선,37.60341,127.02505,28872,1804.5,16,18,73879,4617.4375,1804.5
2021-04-01 오전 12:00:00,18:00:00~18:59:59,동대문역사문화공원(DDP),3분 37초,4호선,37.56515,127.00787,69585,4349.0625,16,13,16069,1004.3125,4349.0625
2021-04-01 오전 12:00:00,18:00:00~18:59:59,동작(현충원),3분 37초,4호선,37.50289,126.98034,7587,474.1875,16,4,8192,512,474.1875
2021-04-01 오전 12:00:00,18:00:00~18:59:59,명동,3분 37초,4호선,37.56099,126.98633,101761,6360.0625,16,11,19897,1243.5625,6360.0625
2021-04-01 오전 12:00:00,18:00:00~18:59:59,미아(서울사이버대학),3분 58초,4호선,37.62667,127.02598,26804,1675.25,16,20,48131,3008.1875,1675.25
2021-04-01 오전 12:00:00,18:00:00~18:59:59,삼각지,3분 35초,4호선,37.53398,126.9725,22705,1419.0625,16,7,14800,925,1419.0625
2021-04-01 오전 12:00:00,18:00:00~18:59:59,성신여대입구(돈암),3분 48초,4호선,37.59262,127.0164,42349,2646.8125,16,17,64501,4031.3125,2646.8125
2021-04-01 오전 12:00:00,18:00:00~18:59:59,한성대입구(삼선교),3분 48초,4호선,37.58846,127.00622,31642,1977.625,16,16,36878,2304.875,1977.625
2021-04-01 오전 12:00:00,18:00:00~18:59:59,혜화,3분 45초,4호선,37.58234,127.00184,108881,6805.0625,16,15,60916,3807.25,6805.0625
2021-04-01 오전 12:00:00,18:00:00~18:59:59,동대문,3분 42초,4호선,37.57094,127.0093,68937,4055.117647059,17,14,12081,710.647058824,4055.117647059
2021-04-01 오전 12:00:00,18:00:00~18:59:59,사당,3분 30초,4호선,37.47695,126.98165,44277,2604.529411765,17,2,80441,4731.823529412,2604.529411765
2021-04-01 오전 12:00:00,18:00:00~18:59:59,서울역,3분 37초,4호선,37.55311,126.97265,57831,3401.823529412,17,9,26822,1577.764705882,3401.823529412
2021-04-01 오전 12:00:00,18:00:00~18:59:59,숙대입구(갈월),3분 35초,4호선,37.54456,126.97211,47260,2780,17,8,30579,1798.764705882,2780
2021-04-01 오전 12:00:00,18:00:00~18:59:59,신용산,3분 35초,4호선,37.52917,126.96789,85455,5026.764705882,17,6,28544,1679.058823529,5026.764705882
2021-04-01 오전 12:00:00,18:00:00~18:59:59,이촌(국립중앙박물관),3분 35초,4호선,37.52231,126.97456,23432,1378.352941176,17,5,20623,1213.117647059,1378.352941176
2021-04-01 오전 12:00:00,18:00:00~18:59:59,총신대입구(이수),3분 35초,4호선,37.48748,126.98223,42340,2490.588235294,17,3,73316,4312.705882353,2490.588235294
2021-04-01 오전 12:00:00,18:00:00~18:59:59,충무로,3분 38초,4호선,37.56124,126.99422,144567,8503.941176471,17,12,31330,1842.941176471,8503.941176471
2021-04-01 오전 12:00:00,18:00:00~18:59:59,회현(남대문시장),3분 37초,4호선,37.55851,126.97825,117077,6886.882352941,17,10,14113,830.176470588,6886.882352941
2021-04-01 오전 12:00:00,19:00:00~19:59:59,남태령,7분 26초,4호선,37.46387,126.98913,1367,170.875,8,1,1555,194.375,170.875
2021-04-01 오전 12:00:00,19:00:00~19:59:59,당고개,3분 31초,4호선,37.67027,127.07907,12558,784.875,16,26,35828,2239.25,784.875
2021-04-01 오전 12:00:00,19:00:00~19:59:59,동대문,3분 35초,4호선,37.57094,127.0093,31578,1973.625,16,14,14604,912.75,1973.625
2021-04-01 오전 12:00:00,19:00:00~19:59:59,미아(서울사이버대학),3분 31초,4호선,37.62667,127.02598,15844,990.25,16,20,39817,2488.5625,990.25
2021-04-01 오전 12:00:00,19:00:00~19:59:59,숙대입구(갈월),3분 37초,4호선,37.54456,126.97211,22754,1422.125,16,8,21333,1333.3125,1422.125
2021-04-01 오전 12:00:00,19:00:00~19:59:59,충무로,3분 33초,4호선,37.56124,126.99422,66572,4160.75,16,12,17688,1105.5,4160.75
2021-04-01 오전 12:00:00,19:00:00~19:59:59,회현(남대문시장),3분 39초,4호선,37.55851,126.97825,44231,2764.4375,16,10,7707,481.6875,2764.4375
2021-04-01 오전 12:00:00,19:00:00~19:59:59,길음,3분 33초,4호선,37.60341,127.02505,16956,997.411764706,17,18,61622,3624.823529412,997.411764706
2021-04-01 오전 12:00:00,19:00:00~19:59:59,노원,3분 31초,4호선,37.65628,127.06323,22767,1339.235294118,17,24,63595,3740.882352941,1339.235294118
2021-04-01 오전 12:00:00,19:00:00~19:59:59,동대문역사문화공원(DDP),3분 35초,4호선,37.56515,127.00787,35510,2088.823529412,17,13,22951,1350.058823529,2088.823529412
2021-04-01 오전 12:00:00,19:00:00~19:59:59,동작(현충원),3분 28초,4호선,37.50289,126.98034,3787,222.764705882,17,4,5346,314.470588235,222.764705882
2021-04-01 오전 12:00:00,19:00:00~19:59:59,명동,3분 38초,4호선,37.56099,126.98633,44835,2637.352941176,17,11,11036,649.176470588,2637.352941176
2021-04-01 오전 12:00:00,19:00:00~19:59:59,미아사거리,3분 33초,4호선,37.61329,127.03005,30007,1765.117647059,17,19,81869,4815.823529412,1765.117647059
2021-04-01 오전 12:00:00,19:00:00~19:59:59,사당,3분 30초,4호선,37.47695,126.98165,28009,1647.588235294,17,2,54170,3186.470588235,1647.588235294
2021-04-01 오전 12:00:00,19:00:00~19:59:59,삼각지,3분 35초,4호선,37.53398,126.9725,8846,520.352941176,17,7,9609,565.235294118,520.352941176
2021-04-01 오전 12:00:00,19:00:00~19:59:59,상계,3분 33초,4호선,37.66088,127.07357,13929,819.352941176,17,25,61123,3595.470588235,819.352941176
2021-04-01 오전 12:00:00,19:00:00~19:59:59,서울역,3분 37초,4호선,37.55311,126.97265,19595,1152.647058824,17,9,19461,1144.764705882,1152.647058824
2021-04-01 오전 12:00:00,19:00:00~19:59:59,성신여대입구(돈암),3분 31초,4호선,37.59262,127.0164,27753,1632.529411765,17,17,50023,2942.529411765,1632.529411765
2021-04-01 오전 12:00:00,19:00:00~19:59:59,수유(강북구청),3분 31초,4호선,37.63805,127.02573,34256,2015.058823529,17,21,108567,6386.294117647,2015.058823529
2021-04-01 오전 12:00:00,19:00:00~19:59:59,신용산,3분 33초,4호선,37.52917,126.96789,38721,2277.705882353,17,6,17863,1050.764705882,2277.705882353
2021-04-01 오전 12:00:00,19:00:00~19:59:59,쌍문,3분 30초,4호선,37.64863,127.03471,21051,1238.294117647,17,22,98817,5812.764705882,1238.294117647
2021-04-01 오전 12:00:00,19:00:00~19:59:59,이촌(국립중앙박물관),3분 33초,4호선,37.52231,126.97456,9716,571.529411765,17,5,14439,849.352941176,571.529411765
2021-04-01 오전 12:00:00,19:00:00~19:59:59,창동,3분 30초,4호선,37.65317,127.04762,23841,1402.411764706,17,23,81411,4788.882352941,1402.411764706
2021-04-01 오전 12:00:00,19:00:00~19:59:59,총신대입구(이수),3분 30초,4호선,37.48748,126.98223,25454,1497.294117647,17,3,48034,2825.529411765,1497.294117647
2021-04-01 오전 12:00:00,19:00:00~19:59:59,한성대입구(삼선교),3분 31초,4호선,37.58846,127.00622,16936,996.235294118,17,16,29953,1761.941176471,996.235294118
2021-04-01 오전 12:00:00,19:00:00~19:59:59,혜화,3분 33초,4호선,37.58234,127.00184,57317,3371.588235294,17,15,45021,2648.294117647,3371.588235294
2021-04-01 오전 12:00:00,20:00:00~20:59:59,남태령,8분 8초,4호선,37.46387,126.98913,1230,175.714285714,7,1,981,140.142857143,175.714285714
2021-04-01 오전 12:00:00,20:00:00~20:59:59,사당,4분 4초,4호선,37.47695,126.98165,24499,1749.928571429,14,2,30240,2160,1749.928571429
2021-04-01 오전 12:00:00,20:00:00~20:59:59,신용산,4분 0초,4호선,37.52917,126.96789,25239,1802.785714286,14,6,9567,683.357142857,1802.785714286
2021-04-01 오전 12:00:00,20:00:00~20:59:59,동대문역사문화공원(DDP),3분 52초,4호선,37.56515,127.00787,25136,1675.733333333,15,13,11176,745.066666667,1675.733333333
2021-04-01 오전 12:00:00,20:00:00~20:59:59,동작(현충원),4분 4초,4호선,37.50289,126.98034,2879,191.933333333,15,4,3483,232.2,191.933333333
2021-04-01 오전 12:00:00,20:00:00~20:59:59,명동,3분 48초,4호선,37.56099,126.98633,35465,2364.333333333,15,11,4833,322.2,2364.333333333
2021-04-01 오전 12:00:00,20:00:00~20:59:59,삼각지,3분 56초,4호선,37.53398,126.9725,6323,421.533333333,15,7,5168,344.533333333,421.533333333
2021-04-01 오전 12:00:00,20:00:00~20:59:59,서울역,3분 50초,4호선,37.55311,126.97265,12178,811.866666667,15,9,12171,811.4,811.866666667
2021-04-01 오전 12:00:00,20:00:00~20:59:59,이촌(국립중앙박물관),4분 4초,4호선,37.52231,126.97456,6830,455.333333333,15,5,8585,572.333333333,455.333333333
2021-04-01 오전 12:00:00,20:00:00~20:59:59,총신대입구(이수),4분 2초,4호선,37.48748,126.98223,21114,1407.6,15,3,26174,1744.933333333,1407.6
2021-04-01 오전 12:00:00,20:00:00~20:59:59,혜화,3분 44초,4호선,37.58234,127.00184,52891,3526.066666667,15,15,16093,1072.866666667,3526.066666667
2021-04-01 오전 12:00:00,20:00:00~20:59:59,길음,3분 41초,4호선,37.60341,127.02505,13010,813.125,16,18,34225,2139.0625,813.125
2021-04-01 오전 12:00:00,20:00:00~20:59:59,동대문,3분 50초,4호선,37.57094,127.0093,20496,1281,16,14,10271,641.9375,1281
2021-04-01 오전 12:00:00,20:00:00~20:59:59,성신여대입구(돈암),3분 45초,4호선,37.59262,127.0164,24141,1508.8125,16,17,28121,1757.5625,1508.8125
2021-04-01 오전 12:00:00,20:00:00~20:59:59,수유(강북구청),3분 37초,4호선,37.63805,127.02573,24710,1544.375,16,21,61130,3820.625,1544.375
2021-04-01 오전 12:00:00,20:00:00~20:59:59,숙대입구(갈월),3분 52초,4호선,37.54456,126.97211,16453,1028.3125,16,8,12210,763.125,1028.3125
2021-04-01 오전 12:00:00,20:00:00~20:59:59,창동,3분 39초,4호선,37.65317,127.04762,18541,1158.8125,16,23,45788,2861.75,1158.8125
2021-04-01 오전 12:00:00,20:00:00~20:59:59,충무로,3분 52초,4호선,37.56124,126.99422,43908,2744.25,16,12,8917,557.3125,2744.25
2021-04-01 오전 12:00:00,20:00:00~20:59:59,한성대입구(삼선교),3분 45초,4호선,37.58846,127.00622,12824,801.5,16,16,17856,1116,801.5
2021-04-01 오전 12:00:00,20:00:00~20:59:59,회현(남대문시장),3분 46초,4호선,37.55851,126.97825,40414,2525.875,16,10,4275,267.1875,2525.875
2021-04-01 오전 12:00:00,20:00:00~20:59:59,노원,3분 37초,4호선,37.65628,127.06323,23335,1372.647058824,17,24,33811,1988.882352941,1372.647058824
2021-04-01 오전 12:00:00,20:00:00~20:59:59,당고개,3분 33초,4호선,37.67027,127.07907,7076,416.235294118,17,26,22951,1350.058823529,416.235294118
2021-04-01 오전 12:00:00,20:00:00~20:59:59,미아(서울사이버대학),3분 40초,4호선,37.62667,127.02598,9652,567.764705882,17,20,23500,1382.352941176,567.764705882
2021-04-01 오전 12:00:00,20:00:00~20:59:59,미아사거리,3분 38초,4호선,37.61329,127.03005,28253,1661.941176471,17,19,45338,2666.941176471,1661.941176471
2021-04-01 오전 12:00:00,20:00:00~20:59:59,상계,3분 35초,4호선,37.66088,127.07357,9764,574.352941176,17,25,35217,2071.588235294,574.352941176
2021-04-01 오전 12:00:00,20:00:00~20:59:59,쌍문,3분 38초,4호선,37.64863,127.03471,14420,848.235294118,17,22,57606,3388.588235294,848.235294118
2021-04-01 오전 12:00:00,21:00:00~21:59:59,남태령,8분 42초,4호선,37.46387,126.98913,659,94.142857143,7,1,907,129.571428571,94.142857143
2021-04-01 오전 12:00:00,21:00:00~21:59:59,동작(현충원),5분 10초,4호선,37.50289,126.98034,2955,268.636363636,11,4,3058,278,268.636363636
2021-04-01 오전 12:00:00,21:00:00~21:59:59,사당,5분 32초,4호선,37.47695,126.98165,31162,2832.909090909,11,2,27209,2473.545454545,2832.909090909
2021-04-01 오전 12:00:00,21:00:00~21:59:59,총신대입구(이수),5분 32초,4호선,37.48748,126.98223,21143,1922.090909091,11,3,21956,1996,1922.090909091
2021-04-01 오전 12:00:00,21:00:00~21:59:59,삼각지,4분 50초,4호선,37.53398,126.9725,8254,687.833333333,12,7,4528,377.333333333,687.833333333
2021-04-01 오전 12:00:00,21:00:00~21:59:59,숙대입구(갈월),4분 50초,4호선,37.54456,126.97211,18857,1571.416666667,12,8,11573,964.416666667,1571.416666667
2021-04-01 오전 12:00:00,21:00:00~21:59:59,신용산,4분 50초,4호선,37.52917,126.96789,24857,2071.416666667,12,6,7856,654.666666667,2071.416666667
2021-04-01 오전 12:00:00,21:00:00~21:59:59,이촌(국립중앙박물관),5분 0초,4호선,37.52231,126.97456,7961,663.416666667,12,5,7401,616.75,663.416666667
2021-04-01 오전 12:00:00,21:00:00~21:59:59,회현(남대문시장),4분 32초,4호선,37.55851,126.97825,19591,1632.583333333,12,10,4872,406,1632.583333333
2021-04-01 오전 12:00:00,21:00:00~21:59:59,노원,4분 11초,4호선,37.65628,127.06323,24626,1894.307692308,13,24,28673,2205.615384615,1894.307692308
2021-04-01 오전 12:00:00,21:00:00~21:59:59,동대문,4분 23초,4호선,37.57094,127.0093,23279,1790.692307692,13,14,6128,471.384615385,1790.692307692
2021-04-01 오전 12:00:00,21:00:00~21:59:59,명동,4분 27초,4호선,37.56099,126.98633,30254,2327.230769231,13,11,3676,282.769230769,2327.230769231
2021-04-01 오전 12:00:00,21:00:00~21:59:59,미아사거리,4분 18초,4호선,37.61329,127.03005,18864,1451.076923077,13,19,40523,3117.153846154,1451.076923077
2021-04-01 오전 12:00:00,21:00:00~21:59:59,서울역,4분 48초,4호선,37.55311,126.97265,12198,938.307692308,13,9,11756,904.307692308,938.307692308
2021-04-01 오전 12:00:00,21:00:00~21:59:59,성신여대입구(돈암),4분 25초,4호선,37.59262,127.0164,28276,2175.076923077,13,17,25328,1948.307692308,2175.076923077
2021-04-01 오전 12:00:00,21:00:00~21:59:59,충무로,4분 27초,4호선,37.56124,126.99422,47916,3685.846153846,13,12,8407,646.692307692,3685.846153846
2021-04-01 오전 12:00:00,21:00:00~21:59:59,길음,4분 25초,4호선,37.60341,127.02505,10216,729.714285714,14,18,31501,2250.071428571,729.714285714
2021-04-01 오전 12:00:00,21:00:00~21:59:59,동대문역사문화공원(DDP),4분 25초,4호선,37.56515,127.00787,25304,1807.428571429,14,13,6938,495.571428571,1807.428571429
2021-04-01 오전 12:00:00,21:00:00~21:59:59,미아(서울사이버대학),4분 15초,4호선,37.62667,127.02598,9133,652.357142857,14,20,21330,1523.571428571,652.357142857
2021-04-01 오전 12:00:00,21:00:00~21:59:59,상계,4분 8초,4호선,37.66088,127.07357,10270,733.571428571,14,25,31095,2221.071428571,733.571428571
2021-04-01 오전 12:00:00,21:00:00~21:59:59,수유(강북구청),4분 19초,4호선,37.63805,127.02573,24663,1761.642857143,14,21,55033,3930.928571429,1761.642857143
2021-04-01 오전 12:00:00,21:00:00~21:59:59,쌍문,4분 19초,4호선,37.64863,127.03471,12453,889.5,14,22,51672,3690.857142857,889.5
2021-04-01 오전 12:00:00,21:00:00~21:59:59,창동,4분 19초,4호선,37.65317,127.04762,18716,1336.857142857,14,23,39368,2812,1336.857142857
2021-04-01 오전 12:00:00,21:00:00~21:59:59,한성대입구(삼선교),4분 27초,4호선,37.58846,127.00622,12842,917.285714286,14,16,16282,1163,917.285714286
2021-04-01 오전 12:00:00,21:00:00~21:59:59,혜화,4분 27초,4호선,37.58234,127.00184,79302,5664.428571429,14,15,15653,1118.071428571,5664.428571429
2021-04-01 오전 12:00:00,21:00:00~21:59:59,당고개,4분 10초,4호선,37.67027,127.07907,5621,374.733333333,15,26,20917,1394.466666667,374.733333333
2021-04-01 오전 12:00:00,22:00:00~22:59:59,남태령,12분 36초,4호선,37.46387,126.98913,314,62.8,5,1,948,189.6,62.8
2021-04-01 오전 12:00:00,22:00:00~22:59:59,삼각지,8분 30초,4호선,37.53398,126.9725,7215,1202.5,6,7,5752,958.666666667,1202.5
2021-04-01 오전 12:00:00,22:00:00~22:59:59,서울역,8분 30초,4호선,37.55311,126.97265,9654,1609,6,9,12748,2124.666666667,1609
2021-04-01 오전 12:00:00,22:00:00~22:59:59,숙대입구(갈월),8분 30초,4호선,37.54456,126.97211,16891,2815.166666667,6,8,12787,2131.166666667,2815.166666667
2021-04-01 오전 12:00:00,22:00:00~22:59:59,이촌(국립중앙박물관),9분 40초,4호선,37.52231,126.97456,5328,888,6,5,8347,1391.166666667,888
2021-04-01 오전 12:00:00,22:00:00~22:59:59,총신대입구(이수),9분 30초,4호선,37.48748,126.98223,18114,3019,6,3,23230,3871.666666667,3019
2021-04-01 오전 12:00:00,22:00:00~22:59:59,길음,7분 51초,4호선,37.60341,127.02505,11078,1582.571428571,7,18,34969,4995.571428571,1582.571428571
2021-04-01 오전 12:00:00,22:00:00~22:59:59,동대문역사문화공원(DDP),8분 25초,4호선,37.56515,127.00787,20238,2891.142857143,7,13,6517,931,2891.142857143
2021-04-01 오전 12:00:00,22:00:00~22:59:59,동작(현충원),9분 8초,4호선,37.50289,126.98034,2144,306.285714286,7,4,3129,447,306.285714286
2021-04-01 오전 12:00:00,22:00:00~22:59:59,명동,8분 25초,4호선,37.56099,126.98633,16917,2416.714285714,7,11,3055,436.428571429,2416.714285714
2021-04-01 오전 12:00:00,22:00:00~22:59:59,사당,9분 0초,4호선,37.47695,126.98165,28319,4045.571428571,7,2,30919,4417,4045.571428571
2021-04-01 오전 12:00:00,22:00:00~22:59:59,신용산,9분 17초,4호선,37.52917,126.96789,18083,2583.285714286,7,6,8094,1156.285714286,2583.285714286
2021-04-01 오전 12:00:00,22:00:00~22:59:59,충무로,8분 25초,4호선,37.56124,126.99422,38097,5442.428571429,7,12,9297,1328.142857143,5442.428571429
2021-04-01 오전 12:00:00,22:00:00~22:59:59,한성대입구(삼선교),8분 8초,4호선,37.58846,127.00622,11285,1612.142857143,7,16,19380,2768.571428571,1612.142857143
2021-04-01 오전 12:00:00,22:00:00~22:59:59,혜화,8분 8초,4호선,37.58234,127.00184,62063,8866.142857143,7,15,16540,2362.857142857,8866.142857143
2021-04-01 오전 12:00:00,22:00:00~22:59:59,회현(남대문시장),8분 25초,4호선,37.55851,126.97825,13030,1861.428571429,7,10,4209,601.285714286,1861.428571429
2021-04-01 오전 12:00:00,22:00:00~22:59:59,동대문,8분 0초,4호선,37.57094,127.0093,13380,1672.5,8,14,5114,639.25,1672.5
2021-04-01 오전 12:00:00,22:00:00~22:59:59,미아(서울사이버대학),7분 37초,4호선,37.62667,127.02598,7526,940.75,8,20,20468,2558.5,940.75
2021-04-01 오전 12:00:00,22:00:00~22:59:59,미아사거리,7분 37초,4호선,37.61329,127.03005,15026,1878.25,8,19,39536,4942,1878.25
2021-04-01 오전 12:00:00,22:00:00~22:59:59,성신여대입구(돈암),7분 45초,4호선,37.59262,127.0164,25834,3229.25,8,17,28301,3537.625,3229.25
2021-04-01 오전 12:00:00,22:00:00~22:59:59,수유(강북구청),6분 11초,4호선,37.63805,127.02573,21942,2742.75,8,21,53171,6646.375,2742.75
2021-04-01 오전 12:00:00,22:00:00~22:59:59,쌍문,6분 11초,4호선,37.64863,127.03471,9818,1227.25,8,22,50303,6287.875,1227.25
2021-04-01 오전 12:00:00,22:00:00~22:59:59,창동,5분 53초,4호선,37.65317,127.04762,15506,1722.888888889,9,23,40154,4461.555555556,1722.888888889
2021-04-01 오전 12:00:00,22:00:00~22:59:59,노원,5분 54초,4호선,37.65628,127.06323,23751,2375.1,10,24,29205,2920.5,2375.1
2021-04-01 오전 12:00:00,22:00:00~22:59:59,당고개,5분 54초,4호선,37.67027,127.07907,4371,437.1,10,26,21731,2173.1,437.1
2021-04-01 오전 12:00:00,22:00:00~22:59:59,상계,5분 54초,4호선,37.66088,127.07357,10767,1076.7,10,25,31725,3172.5,1076.7
2021-04-01 오전 12:00:00,23:00:00~23:59:59,남태령,19분 30초,4호선,37.46387,126.98913,90,30,3,1,384,128,30
2021-04-01 오전 12:00:00,23:00:00~23:59:59,동작(현충원),11분 30초,4호선,37.50289,126.98034,539,179.666666667,3,4,1473,491,179.666666667
2021-04-01 오전 12:00:00,23:00:00~23:59:59,사당,19분 30초,4호선,37.47695,126.98165,4143,1381,3,2,13723,4574.333333333,1381
2021-04-01 오전 12:00:00,23:00:00~23:59:59,총신대입구(이수),11분 30초,4호선,37.48748,126.98223,2334,778,3,3,9272,3090.666666667,778
2021-04-01 오전 12:00:00,23:00:00~23:59:59,신용산,10분 7초,4호선,37.52917,126.96789,3003,750.75,4,6,2341,585.25,750.75
2021-04-01 오전 12:00:00,23:00:00~23:59:59,이촌(국립중앙박물관),10분 7초,4호선,37.52231,126.97456,860,215,4,5,2672,668,215
2021-04-01 오전 12:00:00,23:00:00~23:59:59,동대문,10분 54초,4호선,37.57094,127.0093,3305,661,5,14,5352,1070.4,661
2021-04-01 오전 12:00:00,23:00:00~23:59:59,동대문역사문화공원(DDP),10분 54초,4호선,37.56515,127.00787,5073,1014.6,5,13,4018,803.6,1014.6
2021-04-01 오전 12:00:00,23:00:00~23:59:59,명동,10분 54초,4호선,37.56099,126.98633,1755,351,5,11,1192,238.4,351
2021-04-01 오전 12:00:00,23:00:00~23:59:59,삼각지,10분 54초,4호선,37.53398,126.9725,881,176.2,5,7,2022,404.4,176.2
2021-04-01 오전 12:00:00,23:00:00~23:59:59,서울역,10분 54초,4호선,37.55311,126.97265,1991,398.2,5,9,4238,847.6,398.2
2021-04-01 오전 12:00:00,23:00:00~23:59:59,성신여대입구(돈암),9분 18초,4호선,37.59262,127.0164,4322,864.4,5,17,13001,2600.2,864.4
2021-04-01 오전 12:00:00,23:00:00~23:59:59,숙대입구(갈월),10분 54초,4호선,37.54456,126.97211,2434,486.8,5,8,4821,964.2,486.8
2021-04-01 오전 12:00:00,23:00:00~23:59:59,충무로,10분 54초,4호선,37.56124,126.99422,6168,1233.6,5,12,4201,840.2,1233.6
2021-04-01 오전 12:00:00,23:00:00~23:59:59,회현(남대문시장),10분 54초,4호선,37.55851,126.97825,2121,424.2,5,10,1688,337.6,424.2
2021-04-01 오전 12:00:00,23:00:00~23:59:59,길음,8분 55초,4호선,37.60341,127.02505,2438,406.333333333,6,18,15107,2517.833333333,406.333333333
2021-04-01 오전 12:00:00,23:00:00~23:59:59,노원,9분 10초,4호선,37.65628,127.06323,3213,535.5,6,24,14452,2408.666666667,535.5
2021-04-01 오전 12:00:00,23:00:00~23:59:59,당고개,9분 10초,4호선,37.67027,127.07907,995,165.833333333,6,26,11590,1931.666666667,165.833333333
2021-04-01 오전 12:00:00,23:00:00~23:59:59,미아(서울사이버대학),8분 55초,4호선,37.62667,127.02598,1584,264,6,20,11471,1911.833333333,264
2021-04-01 오전 12:00:00,23:00:00~23:59:59,미아사거리,8분 55초,4호선,37.61329,127.03005,3130,521.666666667,6,19,18078,3013,521.666666667
2021-04-01 오전 12:00:00,23:00:00~23:59:59,상계,9분 10초,4호선,37.66088,127.07357,2105,350.833333333,6,25,17780,2963.333333333,350.833333333
2021-04-01 오전 12:00:00,23:00:00~23:59:59,한성대입구(삼선교),10분 15초,4호선,37.58846,127.00622,2246,374.333333333,6,16,9441,1573.5,374.333333333
